UF;COD_UF;COD_MUN;NOME_MUN;POP
RS;43;16501;Salvador do Sul;7.184
RS;43;16600;Sananduva;16.770
RS;43;16709;Santa Bárbara do Sul;8.269
RS;43;16733;Santa Cecília do Sul;1.710
RS;43;16758;Santa Clara do Sul;7.079
RS;43;16808;Santa Cruz do Sul;138.270
RS;43;16907;Santa Maria;282.395
RS;43;16956;Santa Maria do Herval;6.486
RS;43;16972;Santa Margarida do Sul;2.661
RS;43;17004;Santana da Boa Vista;7.128
RS;43;17103;Sant'Ana do Livramento;87.329
RS;43;17202;Santa Rosa;79.488
RS;43;17251;Santa Tereza;1.529
RS;43;17301;Santa Vitória do Palmar;31.965
RS;43;17400;Santiago;50.336
RS;43;17509;Santo Ângelo;79.146
RS;43;17558;Santo Antônio do Palma;2.134
RS;43;17608;Santo Antônio da Patrulha;44.431
RS;43;17707;Santo Antônio das Missões;10.485
RS;43;17756;Santo Antônio do Planalto;2.138
RS;43;17806;Santo Augusto;14.196
RS;43;17905;Santo Cristo;15.667
RS;43;17954;Santo Expedito do Sul;2.395
RS;43;18002;São Borja;61.311
RS;43;18051;São Domingos do Sul;2.806
RS;43;18101;São Francisco de Assis;17.934
RS;43;18200;São Francisco de Paula;22.388
RS;43;18309;São Gabriel;60.090
RS;43;18408;São Jerônimo;21.412
RS;43;18424;São João da Urtiga;4.547
RS;43;18432;São João do Polêsine;2.708
RS;43;18440;São Jorge;2.976
RS;43;18457;São José das Missões;2.399
RS;43;18465;São José do Herval;1.931
RS;43;18481;São José do Hortêncio;4.555
RS;43;18499;São José do Inhacorá;2.466
RS;43;18507;São José do Norte;26.248
RS;43;18606;São José do Ouro;6.978
RS;43;18614;São José do Sul;2.443
RS;43;18622;São José dos Ausentes;4.295
RS;43;18705;São Leopoldo;225.737
RS;43;18804;São Lourenço do Sul;43.278
RS;43;18903;São Luiz Gonzaga;35.865
RS;43;19000;São Marcos;21.549
RS;43;19109;São Martinho;5.587
RS;43;19125;São Martinho da Serra;2.908
RS;43;19158;São Miguel das Missões;7.193
RS;43;19208;São Nicolau;5.243
RS;43;19307;São Paulo das Missões;5.943
RS;43;19356;São Pedro da Serra;3.618
RS;43;19364;São Pedro das Missões;1.790
RS;43;19372;São Pedro do Butiá;3.142
RS;43;19406;São Pedro do Sul;15.863
RS;43;19505;São Sebastião do Caí;24.898
RS;43;19604;São Sepé;21.551
RS;43;19703;São Valentim;3.320
RS;43;19711;São Valentim do Sul;2.255
RS;43;19737;São Valério do Sul;2.593
RS;43;19752;São Vendelino;2.309
RS;43;19802;São Vicente do Sul;8.257
RS;43;19901;Sapiranga;77.935
RS;43;20008;Sapucaia do Sul;136.572
RS;43;20107;Sarandi;23.374
RS;43;20206;Seberi;12.325
RS;43;20230;Sede Nova;2.750
RS;43;20263;Segredo;6.098
RS;43;20305;Selbach;5.222
RS;43;20321;Senador Salgado Filho;2.725
RS;43;20354;Sentinela do Sul;5.424
RS;43;20404;Serafina Corrêa;17.407
RS;43;20453;Sério;2.089
RS;43;20503;Sertão;5.630
RS;43;20552;Sertão Santana;5.989
RS;43;20578;Sete de Setembro;1.881
RS;43;20602;Severiano de Almeida;3.463
RS;43;20651;Silveira Martins;2.056
RS;43;20677;Sinimbu;8.685
RS;43;20701;Sobradinho;14.512
RS;43;20800;Soledade;30.939
RS;43;20859;Tabaí;4.569
RS;43;20909;Tapejara;25.256
RS;43;21006;Tapera;10.824
RS;43;21105;Tapes;14.920
RS;43;21204;Taquara;54.353
RS;43;21303;Taquari;25.963
RS;43;21329;Taquaruçu do Sul;3.192
RS;43;21352;Tavares;5.319
RS;43;21402;Tenente Portela;14.820
RS;43;21436;Terra de Areia;10.575
RS;43;21451;Teutônia;34.023
RS;43;21469;Tio Hugo;3.358
RS;43;21477;Tiradentes do Sul;5.188
RS;43;21493;Toropi;2.594
RS;43;21501;Torres;43.344
RS;43;21600;Tramandaí;56.430
RS;43;21626;Travesseiro;2.192
RS;43;21634;Três Arroios;2.636
RS;43;21667;Três Cachoeiras;11.224
RS;43;21709;Três Coroas;24.428
RS;43;21808;Três de Maio;25.466
RS;43;21832;Três Forquilhas;2.813
RS;43;21857;Três Palmeiras;4.829
RS;43;21907;Três Passos;26.304
RS;43;21956;Trindade do Sul;7.785
RS;43;22004;Triunfo;28.435
RS;43;22103;Tucunduva;5.646
RS;43;22152;Tunas;3.732
RS;43;22186;Tupanci do Sul;1.396
RS;43;22202;Tupanciretã;20.324
RS;43;22251;Tupandi;5.172
RS;43;22301;Tuparendi;8.535
RS;43;22327;Turuçu;3.488
RS;43;22343;Ubiretama;2.025
RS;43;22350;União da Serra;1.183
RS;43;22376;Unistalda;2.047
RS;43;22400;Uruguaiana;120.819
RS;43;22509;Vacaria;66.146
RS;43;22525;Vale Verde;3.213
RS;43;22533;Vale do Sol;10.069
RS;43;22541;Vale Real;6.223
RS;43;22558;Vanini;2.047
RS;43;22608;Venâncio Aires;70.842
RS;43;22707;Vera Cruz;27.670
RS;43;22806;Veranópolis;24.554
RS;43;22855;Vespasiano Corrêa;1.851
RS;43;22905;Viadutos;4.847
RS;43;23002;Viamão;231.996
RS;43;23101;Vicente Dutra;4.741
RS;43;23200;Victor Graeff;2.829
RS;43;23309;Vila Flores;3.741
RS;43;23358;Vila Lângaro;2.121
RS;43;23408;Vila Maria;4.515
RS;43;23457;Vila Nova do Sul;3.932
RS;43;23507;Vista Alegre;2.710
RS;43;23606;Vista Alegre do Prata;1.624
RS;43;23705;Vista Gaúcha;2.843
RS;43;23754;Vitória das Missões;3.316
RS;43;23770;Westfália;3.223
RS;43;23804;Xangri-lá;16.949
MS;50;203;Água Clara;17.901
MS;50;252;Alcinópolis;4.649
MS;50;609;Amambai;41.751
MS;50;708;Anastácio;24.781
MS;50;807;Anaurilândia;7.688
MS;50;856;Angélica;11.308
MS;50;906;Antônio João;9.717
MS;50;1003;Aparecida do Taboado;29.826
MS;50;1102;Aquidauana;48.689
MS;50;1243;Aral Moreira;11.125
MS;50;1508;Bandeirantes;8.342
MS;50;1904;Bataguassu;24.222
MS;50;2001;Batayporã;10.947
MS;50;2100;Bela Vista;21.881
MS;50;2159;Bodoquena;8.887
MS;50;2209;Bonito;25.034
MS;50;2308;Brasilândia;11.833
MS;50;2407;Caarapó;32.748
MS;50;2605;Camapuã;13.928
MS;50;2704;Campo Grande;962.883
MS;50;2803;Caracol;5.096
MS;50;2902;Cassilândia;21.565
MS;50;2951;Chapadão do Sul;34.606
MS;50;3108;Corguinho;4.892
MS;50;3157;Coronel Sapucaia;14.685
MS;50;3207;Corumbá;98.751
MS;50;3256;Costa Rica;28.740
MS;50;3306;Coxim;33.440
MS;50;3454;Deodápolis;14.317
MS;50;3488;Dois Irmãos do Buriti;11.521
MS;50;3504;Douradina;5.768
MS;50;3702;Dourados;264.017
MS;50;3751;Eldorado;11.622
MS;50;3801;Fátima do Sul;21.504
MS;50;3900;Figueirão;3.751
MS;50;4007;Glória de Dourados;10.817
MS;50;4106;Guia Lopes da Laguna;10.116
MS;50;4304;Iguatemi;13.960
MS;50;4403;Inocência;8.764
MS;50;4502;Itaporã;25.263
MS;50;4601;Itaquiraí;20.060
MS;50;4700;Ivinhema;30.001
MS;50;4809;Japorã;8.441
MS;50;4908;Jaraguari;7.480
MS;50;5004;Jardim;24.504
MS;50;5103;Jateí;3.596
MS;50;5152;Juti;7.067
MS;50;5202;Ladário;22.425
MS;50;5251;Laguna Carapã;7.037
MS;50;5400;Maracaju;48.073
MS;50;5608;Miranda;26.512
MS;50;5681;Mundo Novo;20.087
MS;50;5707;Naviraí;53.014
MS;50;5806;Nioaque;13.354
MS;50;6002;Nova Alvorada do Sul;23.409
MS;50;6200;Nova Andradina;50.848
MS;50;6259;Novo Horizonte do Sul;4.801
MS;50;6275;Paraíso das Águas;5.842
MS;50;6309;Paranaíba;42.638
MS;50;6358;Paranhos;13.368
MS;50;6408;Pedro Gomes;6.910
MS;50;6606;Ponta Porã;98.598
MS;50;6903;Porto Murtinho;12.721
MS;50;7109;Ribas do Rio Pardo;24.152
MS;50;7208;Rio Brilhante;40.419
MS;50;7307;Rio Negro;4.921
MS;50;7406;Rio Verde de Mato Grosso;20.454
MS;50;7505;Rochedo;5.451
MS;50;7554;Santa Rita do Pardo;7.165
MS;50;7695;São Gabriel do Oeste;32.207
MS;50;7703;Sete Quedas;11.322
MS;50;7802;Selvíria;8.716
MS;50;7901;Sidrolândia;49.735
MS;50;7935;Sonora;14.813
MS;50;7950;Tacuru;11.205
MS;50;7976;Taquarussu;3.740
MS;50;8008;Terenos;18.182
MS;50;8305;Três Lagoas;143.523
MS;50;8404;Vicentina;6.505
MT;51;102;Acorizal;4.948
MT;51;201;Água Boa;32.099
MT;51;250;Alta Floresta;62.158
MT;51;300;Alto Araguaia;17.751
MT;51;359;Alto Boa Vista;5.920
MT;51;409;Alto Garças;13.956
MT;51;508;Alto Paraguai;7.525
MT;51;607;Alto Taquari;11.877
MT;51;805;Apiacás;8.693
MT;51;1001;Araguaiana;4.005
MT;51;1209;Araguainha;997
MT;51;1258;Araputanga;14.805
MT;51;1308;Arenápolis;10.769
MT;51;1407;Aripuanã;26.558
MT;51;1605;Barão de Melgaço;7.137
MT;51;1704;Barra do Bugres;29.406
MT;51;1803;Barra do Garças;73.878
MT;51;1837;Boa Esperança do Norte;5.877
MT;51;1852;Bom Jesus do Araguaia;7.912
MT;51;1902;Brasnorte;17.645
MT;51;2504;Cáceres;91.767
MT;51;2603;Campinápolis;15.808
MT;51;2637;Campo Novo do Parecis;51.722
MT;51;2678;Campo Verde;49.053
MT;51;2686;Campos de Júlio;9.946
MT;51;2694;Canabrava do Norte;4.451
MT;51;2702;Canarana;28.324
MT;51;2793;Carlinda;10.260
MT;51;2850;Castanheira;7.392
MT;51;3007;Chapada dos Guimarães;19.458
MT;51;3056;Cláudia;9.301
MT;51;3106;Cocalinho;6.495
MT;51;3205;Colíder;32.054
MT;51;3254;Colniza;26.026
MT;51;3304;Comodoro;18.469
MT;51;3353;Confresa;38.460
MT;51;3361;Conquista D'Oeste;3.908
MT;51;3379;Cotriguaçu;10.030
MT;51;3403;Cuiabá;691.875
MT;51;3437;Curvelândia;4.970
MT;51;3452;Denise;6.675
MT;51;3502;Diamantino;22.623
MT;51;3601;Dom Aquino;7.890
MT;51;3700;Feliz Natal;10.523
MT;51;3809;Figueirópolis D'Oeste;3.056
MT;51;3858;Gaúcha do Norte;9.397
MT;51;3908;General Carneiro;6.319
MT;51;3957;Glória D'Oeste;2.878
MT;51;4104;Guarantã do Norte;31.209
MT;51;4203;Guiratinga;10.252
MT;51;4500;Indiavaí;2.172
MT;51;4526;Ipiranga do Norte;8.658
MT;51;4542;Itanhangá;8.257
MT;51;4559;Itaúba;5.201
MT;51;4609;Itiquira;12.587
MT;51;4807;Jaciara;29.803
MT;51;4906;Jangada;7.413
MT;51;5002;Jauru;7.881
MT;51;5101;Juara;36.089
MT;51;5150;Juína;48.396
MT;51;5176;Juruena;10.057
MT;51;5200;Juscimeira;11.622
MT;51;5234;Lambari D'Oeste;4.662
MT;51;5259;Lucas do Rio Verde;95.792
MT;51;5309;Luciara;2.616
MT;51;5507;Vila Bela da Santíssima Trindade;17.592
MT;51;5580;Marcelândia;11.355
MT;51;5606;Matupá;21.959
MT;51;5622;Mirassol d'Oeste;27.637
MT;51;5903;Nobres;15.796
MT;51;6000;Nortelândia;5.890
MT;51;6109;Nossa Senhora do Livramento;11.658
MT;51;6158;Nova Bandeirantes;14.340
MT;51;6174;Nova Nazaré;4.575
MT;51;6182;Nova Lacerda;7.072
MT;51;6190;Nova Santa Helena;4.502
MT;51;6208;Nova Brasilândia;3.791
MT;51;6216;Nova Canaã do Norte;11.734
MT;51;6224;Nova Mutum;63.455
MT;51;6232;Nova Olímpia;16.204
MT;51;6240;Nova Ubiratã;9.760
MT;51;6257;Nova Xavantina;25.915
MT;51;6265;Novo Mundo;6.368
MT;51;6273;Novo Horizonte do Norte;3.267
MT;51;6281;Novo São Joaquim;7.239
MT;51;6299;Paranaíta;12.079
MT;51;6307;Paranatinga;28.870
MT;51;6315;Novo Santo Antônio;2.041
MT;51;6372;Pedra Preta;18.946
MT;51;6422;Peixoto de Azevedo;33.754
MT;51;6455;Planalto da Serra;3.328
MT;51;6505;Poconé;31.203
MT;51;6653;Pontal do Araguaia;7.441
MT;51;6703;Ponte Branca;2.098
MT;51;6752;Pontes e Lacerda;55.762
MT;51;6778;Porto Alegre do Norte;12.649
MT;51;6802;Porto dos Gaúchos;5.705
MT;51;6828;Porto Esperidião;10.088
MT;51;6851;Porto Estrela;3.141
MT;51;7008;Poxoréu;25.103
MT;51;7040;Primavera do Leste;96.006
MT;51;7065;Querência;31.100
MT;51;7107;São José dos Quatro Marcos;17.721
MT;51;7156;Reserva do Cabaçal;2.020
MT;51;7180;Ribeirão Cascalheira;10.541
MT;51;7198;Ribeirãozinho;2.733
MT;51;7206;Rio Branco;4.440
MT;51;7248;Santa Carmem;5.795
MT;51;7263;Santo Afonso;2.416
MT;51;7297;São José do Povo;2.716
MT;51;7305;São José do Rio Claro;14.455
MT;51;7354;São José do Xingu;6.234
MT;51;7404;São Pedro da Cipa;4.250
MT;51;7578;Rondolândia;3.518
MT;51;7602;Rondonópolis;263.708
MT;51;7701;Rosário Oeste;15.041
MT;51;7743;Santa Cruz do Xingu;2.904
MT;51;7750;Salto do Céu;3.657
MT;51;7768;Santa Rita do Trivelato;3.536
MT;51;7776;Santa Terezinha;7.737
MT;51;7792;Santo Antônio do Leste;4.244
MT;51;7800;Santo Antônio de Leverger;16.839
MT;51;7859;São Félix do Araguaia;14.604
MT;51;7875;Sapezal;32.514
MT;51;7883;Serra Nova Dourada;1.941
MT;51;7909;Sinop;223.780
MT;51;7925;Sorriso;124.665
MT;51;7941;Tabaporã;9.895
MT;51;7958;Tangará da Serra;114.603
MT;51;8006;Tapurah;15.638
MT;51;8055;Terra Nova do Norte;10.591
MT;51;8105;Tesouro;2.935
MT;51;8204;Torixoréu;4.238
MT;51;8303;União do Sul;3.904
MT;51;8352;Vale de São Domingos;2.892
MT;51;8402;Várzea Grande;318.922
MT;51;8501;Vera;10.758
MT;51;8600;Vila Rica;19.686
MT;51;8808;Nova Guarita;4.546
MT;51;8857;Nova Marilândia;3.731
MT;51;8907;Nova Maringá;5.705
MT;51;8956;Nova Monte Verde;8.470
GO;52;50;Abadia de Goiás;22.052
GO;52;100;Abadiânia;17.738
GO;52;134;Acreúna;22.079
GO;52;159;Adelândia;2.282
GO;52;175;Água Fria de Goiás;4.979
GO;52;209;Água Limpa;1.843
GO;52;258;Águas Lindas de Goiás;245.352
GO;52;308;Alexânia;28.244
GO;52;506;Aloândia;1.977
GO;52;555;Alto Horizonte;6.487
GO;52;605;Alto Paraíso de Goiás;11.182
GO;52;803;Alvorada do Norte;8.619
GO;52;829;Amaralina;3.267
GO;52;852;Americano do Brasil;5.260
GO;52;902;Amorinópolis;2.906
GO;52;1108;Anápolis;420.300
GO;52;1207;Anhanguera;913
GO;52;1306;Anicuns;18.306
GO;52;1405;Aparecida de Goiânia;556.021
GO;52;1454;Aparecida do Rio Doce;3.045
GO;52;1504;Aporé;4.488
GO;52;1603;Araçu;3.840
GO;52;1702;Aragarças;18.601
GO;52;1801;Aragoiânia;12.806
GO;52;2155;Araguapaz;7.152
GO;52;2353;Arenópolis;2.904
GO;52;2502;Aruanã;8.570
GO;52;2601;Aurilândia;3.237
GO;52;2809;Avelinópolis;2.993
GO;52;3104;Baliza;3.306
GO;52;3203;Barro Alto;10.853
GO;52;3302;Bela Vista de Goiás;37.305
GO;52;3401;Bom Jardim de Goiás;7.775
GO;52;3500;Bom Jesus de Goiás;24.925
GO;52;3559;Bonfinópolis;11.025
GO;52;3575;Bonópolis;3.289
GO;52;3609;Brazabrantes;4.201
GO;52;3807;Britânia;5.798
GO;52;3906;Buriti Alegre;10.930
GO;52;3939;Buriti de Goiás;2.800
GO;52;3962;Buritinópolis;3.140
GO;52;4003;Cabeceiras;7.689
GO;52;4102;Cachoeira Alta;11.854
GO;52;4201;Cachoeira de Goiás;1.417
GO;52;4250;Cachoeira Dourada;7.762
GO;52;4300;Caçu;14.034
GO;52;4409;Caiapônia;16.628
GO;52;4508;Caldas Novas;106.820
GO;52;4557;Caldazinha;4.819
GO;52;4607;Campestre de Goiás;3.879
GO;52;4656;Campinaçu;3.760
GO;52;4706;Campinorte;12.983
GO;52;4805;Campo Alegre de Goiás;7.807
GO;52;4854;Campo Limpo de Goiás;8.579
GO;52;4904;Campos Belos;18.227
GO;52;4953;Campos Verdes;3.822
GO;52;5000;Carmo do Rio Verde;9.988
GO;52;5059;Castelândia;2.871
GO;52;5109;Catalão;122.760
GO;52;5208;Caturaí;5.352
GO;52;5307;Cavalcante;9.730
GO;52;5406;Ceres;22.570
GO;52;5455;Cezarina;8.301
GO;52;5471;Chapadão do Céu;14.321
GO;52;5497;Cidade Ocidental;101.570
GO;52;5513;Cocalzinho de Goiás;27.196
GO;52;5521;Colinas do Sul;4.188
GO;52;5703;Córrego do Ouro;2.441
GO;52;5802;Corumbá de Goiás;10.724
GO;52;5901;Corumbaíba;9.484
GO;52;6206;Cristalina;66.827
GO;52;6305;Cristianópolis;3.670
GO;52;6404;Crixás;17.532
GO;52;6503;Cromínia;3.999
GO;52;6602;Cumari;2.951
GO;52;6701;Damianópolis;3.917
GO;52;6800;Damolândia;2.753
GO;52;6909;Davinópolis;1.889
GO;52;7105;Diorama;1.991
GO;52;7253;Doverlândia;6.823
GO;52;7352;Edealina;4.104
GO;52;7402;Edéia;11.982
GO;52;7501;Estrela do Norte;3.214
GO;52;7535;Faina;7.167
GO;52;7600;Fazenda Nova;5.842
GO;52;7808;Firminópolis;10.274
GO;52;7907;Flores de Goiás;14.273
GO;52;8004;Formosa;121.559
GO;52;8103;Formoso;4.662
GO;52;8152;Gameleira de Goiás;3.563
GO;52;8301;Divinópolis de Goiás;4.405
GO;52;8400;Goianápolis;14.758
GO;52;8509;Goiandira;4.962
GO;52;8608;Goianésia;78.009
GO;52;8707;Goiânia;1.503.256
GO;52;8806;Goianira;81.495
GO;52;8905;Goiás;24.172
GO;52;9101;Goiatuba;36.984
GO;52;9150;Gouvelândia;4.313
GO;52;9200;Guapó;20.985
GO;52;9291;Guaraíta;2.170
GO;52;9408;Guarani de Goiás;4.091
GO;52;9457;Guarinos;2.154
GO;52;9606;Heitoraí;3.342
GO;52;9705;Hidrolândia;30.587
GO;52;9804;Hidrolina;3.477
GO;52;9903;Iaciara;10.289
GO;52;9937;Inaciolândia;6.076
GO;52;9952;Indiara;17.985
GO;52;10000;Inhumas;53.884
GO;52;10109;Ipameri;26.223
GO;52;10158;Ipiranga de Goiás;2.968
GO;52;10208;Iporá;37.283
GO;52;10307;Israelândia;2.515
GO;52;10406;Itaberaí;47.603
GO;52;10562;Itaguari;5.120
GO;52;10604;Itaguaru;4.837
GO;52;10802;Itajá;4.276
GO;52;10901;Itapaci;21.891
GO;52;11008;Itapirapuã;8.133
GO;52;11206;Itapuranga;26.553
GO;52;11305;Itarumã;6.124
GO;52;11404;Itauçu;7.636
GO;52;11503;Itumbiara;113.322
GO;52;11602;Ivolândia;2.731
GO;52;11701;Jandaia;6.365
GO;52;11800;Jaraguá;46.633
GO;52;11909;Jataí;111.634
GO;52;12006;Jaupaci;2.939
GO;52;12055;Jesúpolis;2.112
GO;52;12105;Joviânia;7.247
GO;52;12204;Jussara;19.926
GO;52;12253;Lagoa Santa;1.435
GO;52;12303;Leopoldo de Bulhões;9.123
GO;52;12501;Luziânia;221.262
GO;52;12600;Mairipotaba;2.631
GO;52;12709;Mambaí;8.493
GO;52;12808;Mara Rosa;10.806
GO;52;12907;Marzagão;2.942
GO;52;12956;Matrinchã;4.004
GO;52;13004;Maurilândia;10.145
GO;52;13053;Mimoso de Goiás;2.626
GO;52;13087;Minaçu;26.616
GO;52;13103;Mineiros;74.999
GO;52;13400;Moiporá;1.687
GO;52;13509;Monte Alegre de Goiás;6.534
GO;52;13707;Montes Claros de Goiás;9.024
GO;52;13756;Montividiu;13.094
GO;52;13772;Montividiu do Norte;3.743
GO;52;13806;Morrinhos;54.326
GO;52;13855;Morro Agudo de Goiás;2.505
GO;52;13905;Mossâmedes;4.626
GO;52;14002;Mozarlândia;15.199
GO;52;14051;Mundo Novo;6.202
GO;52;14101;Mutunópolis;3.540
GO;52;14408;Nazário;8.349
GO;52;14507;Nerópolis;34.273
GO;52;14606;Niquelândia;33.890
GO;52;14705;Nova América;2.380
GO;52;14804;Nova Aurora;2.132
GO;52;14838;Nova Crixás;13.153
GO;52;14861;Nova Glória;8.356
GO;52;14879;Nova Iguaçu de Goiás;3.084
GO;52;14903;Nova Roma;3.022
GO;52;15009;Nova Veneza;9.883
GO;52;15207;Novo Brasil;3.567
GO;52;15231;Novo Gama;107.663
GO;52;15256;Novo Planalto;3.703
GO;52;15306;Orizona;17.035
GO;52;15405;Ouro Verde de Goiás;4.109
GO;52;15504;Ouvidor;7.665
GO;52;15603;Padre Bernardo;37.207
GO;52;15652;Palestina de Goiás;3.113
GO;52;15702;Palmeiras de Goiás;34.375
GO;52;15801;Palmelo;2.266
GO;52;15900;Palminópolis;3.959
GO;52;16007;Panamá;2.432
GO;52;16304;Paranaiguara;7.356
GO;52;16403;Paraúna;10.727
GO;52;16452;Perolândia;2.999
GO;52;16809;Petrolina de Goiás;9.519
GO;52;16908;Pilar de Goiás;2.254
GO;52;17104;Piracanjuba;25.373
GO;52;17203;Piranhas;11.940
GO;52;17302;Pirenópolis;28.028
GO;52;17401;Pires do Rio;33.736
GO;52;17609;Planaltina;112.304
GO;52;17708;Pontalina;18.763
GO;52;18003;Porangatu;45.512
GO;52;18052;Porteirão;4.276
GO;52;18102;Portelândia;3.191
GO;52;18300;Posse;36.291
GO;52;18391;Professor Jamil;3.750
GO;52;18508;Quirinópolis;50.329
GO;52;18607;Rialma;12.665
GO;52;18706;Rianápolis;3.893
GO;52;18789;Rio Quente;4.033
GO;52;18805;Rio Verde;241.494
GO;52;18904;Rubiataba;20.186
GO;52;19001;Sanclerlândia;8.085
GO;52;19100;Santa Bárbara de Goiás;6.306
GO;52;19209;Santa Cruz de Goiás;3.004
GO;52;19258;Santa Fé de Goiás;5.047
GO;52;19308;Santa Helena de Goiás;39.601
GO;52;19357;Santa Isabel;3.543
GO;52;19407;Santa Rita do Araguaia;5.765
GO;52;19456;Santa Rita do Novo Destino;2.611
GO;52;19506;Santa Rosa de Goiás;2.828
GO;52;19605;Santa Tereza de Goiás;3.172
GO;52;19704;Santa Terezinha de Goiás;10.837
GO;52;19712;Santo Antônio da Barra;4.279
GO;52;19738;Santo Antônio de Goiás;8.066
GO;52;19753;Santo Antônio do Descoberto;75.221
GO;52;19803;São Domingos;9.457
GO;52;19902;São Francisco de Goiás;6.507
GO;52;20009;São João d'Aliança;15.026
GO;52;20058;São João da Paraúna;1.812
GO;52;20108;São Luís de Montes Belos;35.288
GO;52;20157;São Luiz do Norte;4.939
GO;52;20207;São Miguel do Araguaia;22.040
GO;52;20264;São Miguel do Passa Quatro;4.671
GO;52;20280;São Patrício;2.200
GO;52;20405;São Simão;17.181
GO;52;20454;Senador Canedo;175.042
GO;52;20504;Serranópolis;8.237
GO;52;20603;Silvânia;23.150
GO;52;20686;Simolândia;5.634
GO;52;20702;Sítio d'Abadia;2.978
GO;52;21007;Taquaral de Goiás;4.180
GO;52;21080;Teresina de Goiás;2.660
GO;52;21197;Terezópolis de Goiás;8.340
GO;52;21304;Três Ranchos;2.976
GO;52;21403;Trindade;153.560
GO;52;21452;Trombas;3.080
GO;52;21502;Turvânia;4.449
GO;52;21551;Turvelândia;5.171
GO;52;21577;Uirapuru;2.798
GO;52;21601;Uruaçu;44.533
GO;52;21700;Uruana;13.857
GO;52;21809;Urutaí;3.700
GO;52;21858;Valparaíso de Goiás;218.416
GO;52;21908;Varjão;3.770
GO;52;22005;Vianópolis;15.644
GO;52;22054;Vicentinópolis;9.175
GO;52;22203;Vila Boa;4.145
GO;52;22302;Vila Propício;6.028
DF;53;108;Brasília;2.996.899
