UF;COD_UF;COD_MUN;NOME_MUN;POP
SP;35;24907;Jambeiro;6.611
SP;35;25003;Jandira;121.550
SP;35;25102;Jardinópolis;47.125
SP;35;25201;Jarinu;40.007
SP;35;25300;Jaú;137.409
SP;35;25409;Jeriquara;4.000
SP;35;25508;Joanópolis;13.131
SP;35;25607;João Ramalho;4.464
SP;35;25706;José Bonifácio;37.992
SP;35;25805;Júlio Mesquita;4.302
SP;35;25854;Jumirim;3.132
SP;35;25904;Jundiaí;463.039
SP;35;26001;Junqueirópolis;20.939
SP;35;26100;Juquiá;17.184
SP;35;26209;Juquitiba;27.969
SP;35;26308;Lagoinha;5.183
SP;35;26407;Laranjal Paulista;27.044
SP;35;26506;Lavínia;9.940
SP;35;26605;Lavrinhas;7.348
SP;35;26704;Leme;101.537
SP;35;26803;Lençóis Paulista;68.568
SP;35;26902;Limeira;301.292
SP;35;27009;Lindóia;7.158
SP;35;27108;Lins;76.844
SP;35;27207;Lorena;87.468
SP;35;27256;Lourdes;1.962
SP;35;27306;Louveira;54.865
SP;35;27405;Lucélia;20.378
SP;35;27504;Lucianópolis;2.423
SP;35;27603;Luís Antônio;12.564
SP;35;27702;Luiziânia;4.740
SP;35;27801;Lupércio;4.004
SP;35;27900;Lutécia;2.697
SP;35;28007;Macatuba;17.140
SP;35;28106;Macaubal;7.581
SP;35;28205;Macedônia;4.058
SP;35;28304;Magda;3.211
SP;35;28403;Mairinque;51.888
SP;35;28502;Mairiporã;97.835
SP;35;28601;Manduri;10.122
SP;35;28700;Marabá Paulista;4.619
SP;35;28809;Maracaí;12.804
SP;35;28858;Marapoama;3.415
SP;35;28908;Mariápolis;3.526
SP;35;29005;Marília;247.348
SP;35;29104;Marinópolis;1.862
SP;35;29203;Martinópolis;25.240
SP;35;29302;Matão;81.075
SP;35;29401;Mauá;429.014
SP;35;29500;Mendonça;6.420
SP;35;29609;Meridiano;4.721
SP;35;29658;Mesópolis;1.990
SP;35;29708;Miguelópolis;19.621
SP;35;29807;Mineiros do Tietê;11.322
SP;35;29906;Miracatu;18.610
SP;35;30003;Mira Estrela;3.209
SP;35;30102;Mirandópolis;28.754
SP;35;30201;Mirante do Paranapanema;16.031
SP;35;30300;Mirassol;65.811
SP;35;30409;Mirassolândia;4.783
SP;35;30508;Mococa;69.372
SP;35;30607;Mogi das Cruzes;470.302
SP;35;30706;Mogi Guaçu;160.318
SP;35;30805;Mogi Mirim;95.742
SP;35;30904;Mombuca;3.830
SP;35;31001;Monções;1.947
SP;35;31100;Mongaguá;64.845
SP;35;31209;Monte Alegre do Sul;8.923
SP;35;31308;Monte Alto;48.758
SP;35;31407;Monte Aprazível;22.668
SP;35;31506;Monte Azul Paulista;18.337
SP;35;31605;Monte Castelo;4.306
SP;35;31704;Monteiro Lobato;4.205
SP;35;31803;Monte Mor;67.832
SP;35;31902;Morro Agudo;28.521
SP;35;32009;Morungaba;14.147
SP;35;32058;Motuca;4.071
SP;35;32108;Murutinga do Sul;3.748
SP;35;32157;Nantes;2.697
SP;35;32207;Narandiba;5.956
SP;35;32306;Natividade da Serra;7.155
SP;35;32405;Nazaré Paulista;18.675
SP;35;32504;Neves Paulista;9.953
SP;35;32603;Nhandeara;9.915
SP;35;32702;Nipoã;4.876
SP;35;32801;Nova Aliança;6.885
SP;35;32827;Nova Campina;8.630
SP;35;32843;Nova Canaã Paulista;2.055
SP;35;32868;Nova Castilho;1.072
SP;35;32900;Nova Europa;9.459
SP;35;33007;Nova Granada;19.733
SP;35;33106;Nova Guataporanga;2.188
SP;35;33205;Nova Independência;4.847
SP;35;33254;Novais;4.463
SP;35;33304;Nova Luzitânia;2.817
SP;35;33403;Nova Odessa;64.596
SP;35;33502;Novo Horizonte;39.494
SP;35;33601;Nuporanga;7.570
SP;35;33700;Ocauçu;4.418
SP;35;33809;Óleo;2.535
SP;35;33908;Olímpia;56.874
SP;35;34005;Onda Verde;4.942
SP;35;34104;Oriente;6.180
SP;35;34203;Orindiúva;6.157
SP;35;34302;Orlândia;39.144
SP;35;34401;Osasco;759.524
SP;35;34500;Oscar Bressane;2.502
SP;35;34609;Osvaldo Cruz;32.112
SP;35;34708;Ourinhos;106.911
SP;35;34757;Ouroeste;10.660
SP;35;34807;Ouro Verde;7.900
SP;35;34906;Pacaembu;15.273
SP;35;35002;Palestina;11.704
SP;35;35101;Palmares Paulista;9.666
SP;35;35200;Palmeira d'Oeste;8.971
SP;35;35309;Palmital;19.714
SP;35;35408;Panorama;15.227
SP;35;35507;Paraguaçu Paulista;42.049
SP;35;35606;Paraibuna;17.959
SP;35;35705;Paraíso;6.218
SP;35;35804;Paranapanema;19.853
SP;35;35903;Paranapuã;4.118
SP;35;36000;Parapuã;10.720
SP;35;36109;Pardinho;7.435
SP;35;36208;Pariquera-Açu;19.603
SP;35;36257;Parisi;3.030
SP;35;36307;Patrocínio Paulista;14.888
SP;35;36406;Paulicéia;8.255
SP;35;36505;Paulínia;116.674
SP;35;36570;Paulistânia;2.156
SP;35;36604;Paulo de Faria;7.390
SP;35;36703;Pederneiras;46.337
SP;35;36802;Pedra Bela;6.745
SP;35;36901;Pedranópolis;2.856
SP;35;37008;Pedregulho;15.737
SP;35;37107;Pedreira;44.385
SP;35;37156;Pedrinhas Paulista;2.833
SP;35;37206;Pedro de Toledo;11.617
SP;35;37305;Penápolis;63.426
SP;35;37404;Pereira Barreto;24.360
SP;35;37503;Pereiras;9.013
SP;35;37602;Peruíbe;70.629
SP;35;37701;Piacatu;5.631
SP;35;37800;Piedade;54.266
SP;35;37909;Pilar do Sul;28.459
SP;35;38006;Pindamonhangaba;172.681
SP;35;38105;Pindorama;14.704
SP;35;38204;Pinhalzinho;15.676
SP;35;38303;Piquerobi;3.287
SP;35;38501;Piquete;12.516
SP;35;38600;Piracaia;26.795
SP;35;38709;Piracicaba;440.835
SP;35;38808;Piraju;30.294
SP;35;38907;Pirajuí;22.734
SP;35;39004;Pirangi;11.085
SP;35;39103;Pirapora do Bom Jesus;18.925
SP;35;39202;Pirapozinho;26.097
SP;35;39301;Pirassununga;75.594
SP;35;39400;Piratininga;15.657
SP;35;39509;Pitangueiras;34.361
SP;35;39608;Planalto;4.451
SP;35;39707;Platina;3.055
SP;35;39806;Poá;106.355
SP;35;39905;Poloni;5.702
SP;35;40002;Pompéia;20.520
SP;35;40101;Pongaí;3.440
SP;35;40200;Pontal;38.286
SP;35;40259;Pontalinda;4.198
SP;35;40309;Pontes Gestal;2.411
SP;35;40408;Populina;4.182
SP;35;40507;Porangaba;10.850
SP;35;40606;Porto Feliz;58.605
SP;35;40705;Porto Ferreira;53.966
SP;35;40754;Potim;20.801
SP;35;40804;Potirendaba;19.097
SP;35;40853;Pracinha;2.589
SP;35;40903;Pradópolis;17.299
SP;35;41000;Praia Grande;368.539
SP;35;41059;Pratânia;5.264
SP;35;41109;Presidente Alves;3.830
SP;35;41208;Presidente Bernardes;14.803
SP;35;41307;Presidente Epitácio;40.322
SP;35;41406;Presidente Prudente;234.706
SP;35;41505;Presidente Venceslau;35.810
SP;35;41604;Promissão;35.973
SP;35;41653;Quadra;3.477
SP;35;41703;Quatá;13.412
SP;35;41802;Queiroz;3.366
SP;35;41901;Queluz;9.074
SP;35;42008;Quintana;7.260
SP;35;42107;Rafard;9.145
SP;35;42206;Rancharia;29.387
SP;35;42305;Redenção da Serra;4.637
SP;35;42404;Regente Feijó;20.620
SP;35;42503;Reginópolis;7.820
SP;35;42602;Registro;61.927
SP;35;42701;Restinga;6.486
SP;35;42800;Ribeira;3.158
SP;35;42909;Ribeirão Bonito;11.040
SP;35;43006;Ribeirão Branco;18.942
SP;35;43105;Ribeirão Corrente;4.717
SP;35;43204;Ribeirão do Sul;4.776
SP;35;43238;Ribeirão dos Índios;2.040
SP;35;43253;Ribeirão Grande;7.571
SP;35;43303;Ribeirão Pires;118.954
SP;35;43402;Ribeirão Preto;731.639
SP;35;43501;Riversul;5.628
SP;35;43600;Rifaina;4.179
SP;35;43709;Rincão;9.101
SP;35;43808;Rinópolis;9.334
SP;35;43907;Rio Claro;210.323
SP;35;44004;Rio das Pedras;32.329
SP;35;44103;Rio Grande da Serra;45.324
SP;35;44202;Riolândia;10.444
SP;35;44251;Rosana;17.434
SP;35;44301;Roseira;11.137
SP;35;44400;Rubiácea;2.740
SP;35;44509;Rubinéia;3.998
SP;35;44608;Sabino;5.182
SP;35;44707;Sagres;2.522
SP;35;44806;Sales;6.645
SP;35;44905;Sales Oliveira;11.683
SP;35;45001;Salesópolis;15.381
SP;35;45100;Salmourão;4.883
SP;35;45159;Saltinho;8.407
SP;35;45209;Salto;141.111
SP;35;45308;Salto de Pirapora;45.262
SP;35;45407;Salto Grande;9.221
SP;35;45506;Sandovalina;3.697
SP;35;45605;Santa Adélia;14.193
SP;35;45704;Santa Albertina;6.566
SP;35;45803;Santa Bárbara d'Oeste;189.456
SP;35;46009;Santa Branca;14.219
SP;35;46108;Santa Clara d'Oeste;2.694
SP;35;46207;Santa Cruz da Conceição;4.375
SP;35;46256;Santa Cruz da Esperança;2.168
SP;35;46306;Santa Cruz das Palmeiras;29.489
SP;35;46405;Santa Cruz do Rio Pardo;47.759
SP;35;46504;Santa Ernestina;6.274
SP;35;46603;Santa Fé do Sul;36.288
SP;35;46702;Santa Gertrudes;23.192
SP;35;46801;Santa Isabel;54.691
SP;35;46900;Santa Lúcia;7.144
SP;35;47007;Santa Maria da Serra;5.308
SP;35;47106;Santa Mercedes;3.017
SP;35;47205;Santana da Ponte Pensa;1.699
SP;35;47304;Santana de Parnaíba;163.787
SP;35;47403;Santa Rita d'Oeste;2.796
SP;35;47502;Santa Rita do Passa Quatro;24.996
SP;35;47601;Santa Rosa de Viterbo;23.710
SP;35;47650;Santa Salete;1.692
SP;35;47700;Santo Anastácio;17.960
SP;35;47809;Santo André;782.048
SP;35;47908;Santo Antônio da Alegria;6.933
SP;35;48005;Santo Antônio de Posse;23.867
SP;35;48054;Santo Antônio do Aracanguá;8.593
SP;35;48104;Santo Antônio do Jardim;6.243
SP;35;48203;Santo Antônio do Pinhal;7.314
SP;35;48302;Santo Expedito;3.069
SP;35;48401;Santópolis do Aguapeí;3.921
SP;35;48500;Santos;429.547
SP;35;48609;São Bento do Sapucaí;11.989
SP;35;48708;São Bernardo do Campo;841.154
SP;35;48807;São Caetano do Sul;172.693
SP;35;48906;São Carlos;266.427
SP;35;49003;São Francisco;2.623
SP;35;49102;São João da Boa Vista;96.080
SP;35;49201;São João das Duas Pontes;2.623
SP;35;49250;São João de Iracema;1.882
SP;35;49300;São João do Pau d'Alho;2.293
SP;35;49409;São Joaquim da Barra;49.885
SP;35;49508;São José da Bela Vista;7.664
SP;35;49607;São José do Barreiro;3.888
SP;35;49706;São José do Rio Pardo;53.427
SP;35;49805;São José do Rio Preto;504.166
SP;35;49904;São José dos Campos;727.078
SP;35;49953;São Lourenço da Serra;16.479
SP;35;50001;São Luiz do Paraitinga;10.487
SP;35;50100;São Manuel;38.131
SP;35;50209;São Miguel Arcanjo;32.924
SP;35;50308;São Paulo;11.904.961
SP;35;50407;São Pedro;39.855
SP;35;50506;São Pedro do Turvo;7.333
SP;35;50605;São Roque;81.366
SP;35;50704;São Sebastião;84.280
SP;35;50803;São Sebastião da Grama;10.428
SP;35;50902;São Simão;13.560
SP;35;51009;São Vicente;338.326
SP;35;51108;Sarapuí;10.677
SP;35;51207;Sarutaiá;3.772
SP;35;51306;Sebastianópolis do Sul;3.191
SP;35;51405;Serra Azul;13.108
SP;35;51504;Serrana;45.580
SP;35;51603;Serra Negra;31.047
SP;35;51702;Sertãozinho;132.176
SP;35;51801;Sete Barras;12.903
SP;35;51900;Severínia;14.693
SP;35;52007;Silveiras;6.329
SP;35;52106;Socorro;41.527
SP;35;52205;Sorocaba;762.172
SP;35;52304;Sud Mennucci;7.464
SP;35;52403;Sumaré;291.116
SP;35;52502;Suzano;320.261
SP;35;52551;Suzanápolis;3.465
SP;35;52601;Tabapuã;11.498
SP;35;52700;Tabatinga;14.997
SP;35;52809;Taboão da Serra;285.307
SP;35;52908;Taciba;6.418
SP;35;53005;Taguaí;13.068
SP;35;53104;Taiaçu;5.744
SP;35;53203;Taiúva;6.770
SP;35;53302;Tambaú;21.650
SP;35;53401;Tanabi;26.071
SP;35;53500;Tapiraí;8.122
SP;35;53609;Tapiratiba;11.903
SP;35;53658;Taquaral;2.649
SP;35;53708;Taquaritinga;53.264
SP;35;53807;Taquarituba;24.932
SP;35;53856;Taquarivaí;7.170
SP;35;53906;Tarabai;6.633
SP;35;53955;Tarumã;15.315
SP;35;54003;Tatuí;129.130
SP;35;54102;Taubaté;322.397
SP;35;54201;Tejupá;4.119
SP;35;54300;Teodoro Sampaio;22.598
SP;35;54409;Terra Roxa;7.965
SP;35;54508;Tietê;38.723
SP;35;54607;Timburi;2.484
SP;35;54656;Torre de Pedra;2.056
SP;35;54706;Torrinha;9.484
SP;35;54755;Trabiju;1.724
SP;35;54805;Tremembé;53.426
SP;35;54904;Três Fronteiras;7.060
SP;35;54953;Tuiuti;6.976
SP;35;55000;Tupã;65.433
SP;35;55109;Tupi Paulista;16.259
SP;35;55208;Turiúba;1.835
SP;35;55307;Turmalina;1.662
SP;35;55356;Ubarana;5.458
SP;35;55406;Ubatuba;97.096
SP;35;55505;Ubirajara;5.289
SP;35;55604;Uchoa;10.670
SP;35;55703;União Paulista;1.628
SP;35;55802;Urânia;8.973
SP;35;55901;Uru;1.424
SP;35;56008;Urupês;14.073
SP;35;56107;Valentim Gentil;14.634
SP;35;56206;Valinhos;132.258
SP;35;56305;Valparaíso;24.779
SP;35;56354;Vargem;10.863
SP;35;56404;Vargem Grande do Sul;41.256
SP;35;56453;Vargem Grande Paulista;52.352
SP;35;56503;Várzea Paulista;119.655
SP;35;56602;Vera Cruz;10.274
SP;35;56701;Vinhedo;79.089
SP;35;56800;Viradouro;17.685
SP;35;56909;Vista Alegre do Alto;8.368
SP;35;56958;Vitória Brasil;1.828
SP;35;57006;Votorantim;133.510
SP;35;57105;Votuporanga;100.568
SP;35;57154;Zacarias;2.773
SP;35;57204;Chavantes;12.415
SP;35;57303;Estiva Gerbi;11.609
PR;41;103;Abatiá;7.233
PR;41;202;Adrianópolis;6.319
PR;41;301;Agudos do Sul;10.770
PR;41;400;Almirante Tamandaré;125.861
PR;41;459;Altamira do Paraná;3.496
PR;41;509;Altônia;18.634
PR;41;608;Alto Paraná;14.183
PR;41;707;Alto Piquiri;9.771
PR;41;806;Alvorada do Sul;10.481
PR;41;905;Amaporã;4.688
PR;41;1002;Ampére;20.337
PR;41;1051;Anahy;2.971
PR;41;1101;Andirá;19.989
PR;41;1150;Ângulo;3.357
PR;41;1200;Antonina;18.140
PR;41;1309;Antônio Olinto;7.048
PR;41;1408;Apucarana;134.910
PR;41;1507;Arapongas;124.838
PR;41;1606;Arapoti;26.325
PR;41;1655;Arapuã;3.573
PR;41;1705;Araruna;14.894
PR;41;1804;Araucária;162.247
PR;41;1853;Ariranha do Ivaí;2.351
PR;41;1903;Assaí;13.477
PR;41;2000;Assis Chateaubriand;38.357
PR;41;2109;Astorga;26.203
PR;41;2208;Atalaia;4.046
PR;41;2307;Balsa Nova;13.867
PR;41;2406;Bandeirantes;31.747
PR;41;2505;Barbosa Ferraz;10.580
PR;41;2604;Barracão;9.903
PR;41;2703;Barra do Jacaré;2.872
PR;41;2752;Bela Vista da Caroba;4.122
PR;41;2802;Bela Vista do Paraíso;14.982
PR;41;2901;Bituruna;15.650
PR;41;3008;Boa Esperança;4.595
PR;41;3024;Boa Esperança do Iguaçu;2.421
PR;41;3040;Boa Ventura de São Roque;6.241
PR;41;3057;Boa Vista da Aparecida;8.023
PR;41;3107;Bocaiúva do Sul;13.405
PR;41;3156;Bom Jesus do Sul;4.072
PR;41;3206;Bom Sucesso;6.674
PR;41;3222;Bom Sucesso do Sul;3.244
PR;41;3305;Borrazópolis;7.818
PR;41;3354;Braganey;4.745
PR;41;3370;Brasilândia do Sul;3.861
PR;41;3404;Cafeara;2.648
PR;41;3453;Cafelândia;20.145
PR;41;3479;Cafezal do Sul;4.580
PR;41;3503;Califórnia;8.963
PR;41;3602;Cambará;23.393
PR;41;3701;Cambé;110.923
PR;41;3800;Cambira;10.045
PR;41;3909;Campina da Lagoa;16.014
PR;41;3958;Campina do Simão;3.954
PR;41;4006;Campina Grande do Sul;50.600
PR;41;4055;Campo Bonito;3.997
PR;41;4105;Campo do Tenente;7.693
PR;41;4204;Campo Largo;144.504
PR;41;4253;Campo Magro;31.888
PR;41;4303;Campo Mourão;104.122
PR;41;4402;Cândido de Abreu;15.081
PR;41;4428;Candói;15.174
PR;41;4451;Cantagalo;10.672
PR;41;4501;Capanema;21.088
PR;41;4600;Capitão Leônidas Marques;14.776
PR;41;4659;Carambeí;24.469
PR;41;4709;Carlópolis;17.788
PR;41;4808;Cascavel;368.195
PR;41;4907;Castro;75.644
PR;41;5003;Catanduvas;10.621
PR;41;5102;Centenário do Sul;10.903
PR;41;5201;Cerro Azul;16.287
PR;41;5300;Céu Azul;11.255
PR;41;5409;Chopinzinho;21.604
PR;41;5508;Cianorte;82.988
PR;41;5607;Cidade Gaúcha;11.705
PR;41;5706;Clevelândia;14.833
PR;41;5805;Colombo;241.672
PR;41;5904;Colorado;23.313
PR;41;6001;Congonhinhas;8.445
PR;41;6100;Conselheiro Mairinck;3.474
PR;41;6209;Contenda;20.006
PR;41;6308;Corbélia;17.933
PR;41;6407;Cornélio Procópio;45.720
PR;41;6456;Coronel Domingos Soares;5.427
PR;41;6506;Coronel Vivida;24.010
PR;41;6555;Corumbataí do Sul;3.770
PR;41;6571;Cruzeiro do Iguaçu;4.129
PR;41;6605;Cruzeiro do Oeste;24.859
PR;41;6704;Cruzeiro do Sul;4.543
PR;41;6803;Cruz Machado;15.759
PR;41;6852;Cruzmaltina;2.870
PR;41;6902;Curitiba;1.830.795
PR;41;7009;Curiúva;13.784
PR;41;7108;Diamante do Norte;5.139
PR;41;7124;Diamante do Sul;3.147
PR;41;7157;Diamante D'Oeste;4.513
PR;41;7207;Dois Vizinhos;47.589
PR;41;7256;Douradina;9.631
PR;41;7306;Doutor Camargo;6.517
PR;41;7405;Enéas Marques;6.146
PR;41;7504;Engenheiro Beltrão;12.347
PR;41;7520;Esperança Nova;1.852
PR;41;7538;Entre Rios do Oeste;4.770
PR;41;7546;Espigão Alto do Iguaçu;4.880
PR;41;7553;Farol;2.994
PR;41;7603;Faxinal;16.596
PR;41;7652;Fazenda Rio Grande;165.943
PR;41;7702;Fênix;4.488
PR;41;7736;Fernandes Pinheiro;6.400
PR;41;7751;Figueira;8.129
PR;41;7801;Floraí;4.805
PR;41;7850;Flor da Serra do Sul;4.342
PR;41;7900;Floresta;11.522
PR;41;8007;Florestópolis;11.653
PR;41;8106;Flórida;2.711
PR;41;8205;Formosa do Oeste;7.763
PR;41;8304;Foz do Iguaçu;297.352
PR;41;8320;Francisco Alves;8.573
PR;41;8403;Francisco Beltrão;102.312
PR;41;8452;Foz do Jordão;4.893
PR;41;8502;General Carneiro;10.691
PR;41;8551;Godoy Moreira;2.911
PR;41;8601;Goioerê;28.931
PR;41;8650;Goioxim;6.469
PR;41;8700;Grandes Rios;5.527
PR;41;8809;Guaíra;33.058
PR;41;8908;Guairaçá;6.762
PR;41;8957;Guamiranga;7.916
PR;41;9005;Guapirama;4.857
PR;41;9104;Guaporema;2.210
PR;41;9203;Guaraci;4.743
PR;41;9302;Guaraniaçu;13.770
PR;41;9401;Guarapuava;189.630
PR;41;9500;Guaraqueçaba;7.446
PR;41;9609;Guaratuba;44.913
PR;41;9658;Honório Serpa;4.803
PR;41;9708;Ibaiti;29.464
PR;41;9757;Ibema;6.343
PR;41;9807;Ibiporã;53.276
PR;41;9906;Icaraíma;9.149
PR;41;10003;Iguaraçu;5.693
PR;41;10052;Iguatu;2.156
PR;41;10078;Imbaú;15.068
PR;41;10102;Imbituva;30.849
PR;41;10201;Inácio Martins;9.555
PR;41;10300;Inajá;2.481
PR;41;10409;Indianópolis;4.544
PR;41;10508;Ipiranga;14.317
PR;41;10607;Iporã;16.102
PR;41;10656;Iracema do Oeste;2.328
PR;41;10706;Irati;61.004
PR;41;10805;Iretama;10.832
PR;41;10904;Itaguajé;4.530
PR;41;10953;Itaipulândia;12.116
PR;41;11001;Itambaracá;5.819
PR;41;11100;Itambé;6.228
PR;41;11209;Itapejara d'Oeste;12.869
PR;41;11258;Itaperuçu;33.310
PR;41;11308;Itaúna do Sul;3.607
PR;41;11407;Ivaí;13.476
PR;41;11506;Ivaiporã;33.566
PR;41;11555;Ivaté;6.788
PR;41;11605;Ivatuba;2.685
PR;41;11704;Jaboti;5.655
PR;41;11803;Jacarezinho;41.493
PR;41;11902;Jaguapitã;15.908
PR;41;12009;Jaguariaíva;36.384
PR;41;12108;Jandaia do Sul;21.930
PR;41;12207;Janiópolis;5.807
PR;41;12306;Japira;5.054
PR;41;12405;Japurá;9.393
PR;41;12504;Jardim Alegre;12.138
PR;41;12603;Jardim Olinda;1.349
PR;41;12702;Jataizinho;11.996
PR;41;12751;Jesuítas;10.954
PR;41;12801;Joaquim Távora;12.341
PR;41;12900;Jundiaí do Sul;3.372
PR;41;12959;Juranda;7.899
PR;41;13007;Jussara;6.786
PR;41;13106;Kaloré;4.666
PR;41;13205;Lapa;45.878
PR;41;13254;Laranjal;5.525
PR;41;13304;Laranjeiras do Sul;33.179
PR;41;13403;Leópolis;3.725
PR;41;13429;Lidianópolis;3.987
PR;41;13452;Lindoeste;5.217
PR;41;13502;Loanda;23.966
PR;41;13601;Lobato;4.707
PR;41;13700;Londrina;581.382
PR;41;13734;Luiziana;6.659
PR;41;13759;Lunardelli;4.864
PR;41;13809;Lupionópolis;4.929
PR;41;13908;Mallet;13.681
PR;41;14005;Mamborê;13.551
PR;41;14104;Mandaguaçu;34.521
PR;41;14203;Mandaguari;38.313
PR;41;14302;Mandirituba;29.104
PR;41;14351;Manfrinópolis;2.790
PR;41;14401;Mangueirinha;16.737
PR;41;14500;Manoel Ribas;14.675
PR;41;14609;Marechal Cândido Rondon;58.734
PR;41;14708;Maria Helena;5.926
PR;41;14807;Marialva;44.749
PR;41;14906;Marilândia do Sul;8.761
PR;41;15002;Marilena;7.450
PR;41;15101;Mariluz;9.910
PR;41;15200;Maringá;429.660
PR;41;15309;Mariópolis;6.506
PR;41;15358;Maripá;6.824
PR;41;15408;Marmeleiro;16.605
PR;41;15457;Marquinho;4.491
PR;41;15507;Marumbi;4.780
PR;41;15606;Matelândia;19.223
PR;41;15705;Matinhos;42.063
PR;41;15739;Mato Rico;3.249
PR;41;15754;Mauá da Serra;9.689
PR;41;15804;Medianeira;57.910
PR;41;15853;Mercedes;6.194
PR;41;15903;Mirador;2.248
PR;41;16000;Miraselva;2.017
PR;41;16059;Missal;11.423
PR;41;16109;Moreira Sales;11.043
PR;41;16208;Morretes;19.089
PR;41;16307;Munhoz de Melo;4.057
PR;41;16406;Nossa Senhora das Graças;3.669
PR;41;16505;Nova Aliança do Ivaí;1.322
PR;41;16604;Nova América da Colina;3.286
PR;41;16703;Nova Aurora;14.331
PR;41;16802;Nova Cantu;6.739
PR;41;16901;Nova Esperança;27.142
PR;41;16950;Nova Esperança do Sudoeste;5.783
PR;41;17008;Nova Fátima;7.140
PR;41;17057;Nova Laranjeiras;12.298
PR;41;17107;Nova Londrina;13.074
PR;41;17206;Nova Olímpia;5.982
PR;41;17214;Nova Santa Bárbara;4.308
PR;41;17222;Nova Santa Rosa;8.581
PR;41;17255;Nova Prata do Iguaçu;13.340
PR;41;17271;Nova Tebas;6.852
PR;41;17297;Novo Itacolomi;3.227
PR;41;17305;Ortigueira;24.706
PR;41;17404;Ourizona;3.193
PR;41;17453;Ouro Verde do Oeste;7.102
PR;41;17503;Paiçandu;48.695
PR;41;17602;Palmas;50.238
PR;41;17701;Palmeira;34.948
PR;41;17800;Palmital;12.879
PR;41;17909;Palotina;37.039
PR;41;18006;Paraíso do Norte;13.728
PR;41;18105;Paranacity;9.549
PR;41;18204;Paranaguá;150.104
PR;41;18303;Paranapoema;2.352
PR;41;18402;Paranavaí;96.209
PR;41;18451;Pato Bragado;6.004
PR;41;18501;Pato Branco;97.821
PR;41;18600;Paula Freitas;5.706
PR;41;18709;Paulo Frontin;6.414
PR;41;18808;Peabiru;13.494
PR;41;18857;Perobal;7.599
PR;41;18907;Pérola;12.389
PR;41;19004;Pérola d'Oeste;6.218
PR;41;19103;Piên;14.409
PR;41;19152;Pinhais;131.255
PR;41;19202;Pinhalão;6.676
PR;41;19251;Pinhal de São Bento;2.805
PR;41;19301;Pinhão;30.451
PR;41;19400;Piraí do Sul;23.977
PR;41;19509;Piraquara;127.433
PR;41;19608;Pitanga;34.527
PR;41;19657;Pitangueiras;3.141
PR;41;19707;Planaltina do Paraná;4.125
PR;41;19806;Planalto;14.722
PR;41;19905;Ponta Grossa;375.632
PR;41;19954;Pontal do Paraná;33.131
PR;41;20002;Porecatu;11.271
PR;41;20101;Porto Amazonas;4.072
PR;41;20150;Porto Barreiro;3.057
PR;41;20200;Porto Rico;3.370
PR;41;20309;Porto Vitória;3.515
PR;41;20333;Prado Ferreira;3.816
PR;41;20358;Pranchita;5.831
PR;41;20408;Presidente Castelo Branco;4.304
PR;41;20507;Primeiro de Maio;10.064
PR;41;20606;Prudentópolis;50.946
PR;41;20655;Quarto Centenário;4.127
PR;41;20705;Quatiguá;8.426
PR;41;20804;Quatro Barras;25.397
PR;41;20853;Quatro Pontes;4.672
PR;41;20903;Quedas do Iguaçu;31.423
PR;41;21000;Querência do Norte;10.625
PR;41;21109;Quinta do Sol;5.052
PR;41;21208;Quitandinha;18.882
PR;41;21257;Ramilândia;4.279
PR;41;21307;Rancho Alegre;3.472
PR;41;21356;Rancho Alegre D'Oeste;2.623
PR;41;21406;Realeza;20.097
PR;41;21505;Rebouças;14.825
PR;41;21604;Renascença;6.945
PR;41;21703;Reserva;24.878
PR;41;21752;Reserva do Iguaçu;6.493
PR;41;21802;Ribeirão Claro;12.856
PR;41;21901;Ribeirão do Pinhal;13.158
PR;41;22008;Rio Azul;14.174
PR;41;22107;Rio Bom;3.214
PR;41;22156;Rio Bonito do Iguaçu;14.297
PR;41;22172;Rio Branco do Ivaí;3.841
PR;41;22206;Rio Branco do Sul;40.308
PR;41;22305;Rio Negro;31.951
PR;41;22404;Rolândia;75.818
PR;41;22503;Roncador;11.339
PR;41;22602;Rondon;9.255
PR;41;22651;Rosário do Ivaí;5.484
PR;41;22701;Sabáudia;9.511
PR;41;22800;Salgado Filho;4.090
PR;41;22909;Salto do Itararé;5.214
PR;41;23006;Salto do Lontra;15.706
PR;41;23105;Santa Amélia;3.358
PR;41;23204;Santa Cecília do Pavão;3.357
PR;41;23303;Santa Cruz de Monte Castelo;8.840
PR;41;23402;Santa Fé;11.730
PR;41;23501;Santa Helena;26.461
PR;41;23600;Santa Inês;1.745
PR;41;23709;Santa Isabel do Ivaí;9.043
PR;41;23808;Santa Izabel do Oeste;14.462
PR;41;23824;Santa Lúcia;3.638
PR;41;23857;Santa Maria do Oeste;9.869
PR;41;23907;Santa Mariana;10.941
PR;41;23956;Santa Mônica;3.361
PR;41;24004;Santana do Itararé;5.646
PR;41;24020;Santa Tereza do Oeste;13.938
PR;41;24053;Santa Terezinha de Itaipu;25.300
PR;41;24103;Santo Antônio da Platina;45.628
PR;41;24202;Santo Antônio do Caiuá;2.474
PR;41;24301;Santo Antônio do Paraíso;2.088
PR;41;24400;Santo Antônio do Sudoeste;24.980
PR;41;24509;Santo Inácio;6.463
PR;41;24608;São Carlos do Ivaí;6.727
PR;41;24707;São Jerônimo da Serra;10.884
PR;41;24806;São João;12.297
