"UF";"IBGE";"Município";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"SC";421500;"Rio Negrinho";;1;1;100;100;"ALCANÇOU"
"SC";421505;"Rio Rufino";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421507;"Riqueza";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421510;"Rodeio";;2;2;100;100;"ALCANÇOU"
"SC";421520;"Romelândia";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421530;"Salete";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421535;"Saltinho";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421540;"Salto Veloso";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421545;"Sangão";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421550;"Santa Cecília";;0;1;0;0;"NÃO ALCANÇOU"
"SC";421555;"Santa Helena";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421560;"Santa Rosa de Lima";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421565;"Santa Rosa do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421567;"Santa Terezinha";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421568;"Santa Terezinha do Progresso";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421569;"Santiago do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421570;"Santo Amaro da Imperatriz";;2;2;100;100;"ALCANÇOU"
"SC";421575;"São Bernardino";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421580;"São Bento do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421590;"São Bonifácio";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421600;"São Carlos";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421605;"São Cristovão do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421610;"São Domingos";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421620;"São Francisco do Sul";;1;2;50;50;"NÃO ALCANÇOU"
"SC";421625;"São João do Oeste";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421630;"São João Batista";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421635;"São João do Itaperiú";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421640;"São João do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421650;"São Joaquim";;1;1;100;100;"ALCANÇOU"
"SC";421660;"São José";;7;7;100;100;"ALCANÇOU"
"SC";421670;"São José do Cedro";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421680;"São José do Cerrito";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421690;"São Lourenço do Oeste";;2;2;100;100;"ALCANÇOU"
"SC";421700;"São Ludgero";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421710;"São Martinho";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421715;"São Miguel da Boa Vista";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421720;"São Miguel do Oeste";;2;2;100;100;"ALCANÇOU"
"SC";421725;"São Pedro de Alcântara";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421730;"Saudades";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421740;"Schroeder";;12;12;100;100;"ALCANÇOU"
"SC";421750;"Seara";;2;2;100;100;"ALCANÇOU"
"SC";421755;"Serra Alta";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421760;"Siderópolis";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421770;"Sombrio";;1;1;100;100;"ALCANÇOU"
"SC";421775;"Sul Brasil";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421780;"Taió";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421790;"Tangará";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421795;"Tigrinhos";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421800;"Tijucas";;2;2;100;100;"ALCANÇOU"
"SC";421810;"Timbé do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421820;"Timbó";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421825;"Timbó Grande";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421830;"Três Barras";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421835;"Treviso";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421840;"Treze de Maio";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421850;"Treze Tílias";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421860;"Trombudo Central";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421870;"Tubarão";;38;38;100;100;"ALCANÇOU"
"SC";421875;"Tunápolis";;1;1;100;100;"ALCANÇOU"
"SC";421880;"Turvo";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421885;"União do Oeste";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421890;"Urubici";;3;3;100;100;"ALCANÇOU"
"SC";421895;"Urupema";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421900;"Urussanga";;1;1;100;100;"ALCANÇOU"
"SC";421910;"Vargeão";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421915;"Vargem";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421917;"Vargem Bonita";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421920;"Vidal Ramos";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421930;"Videira";;1;1;100;100;"ALCANÇOU"
"SC";421935;"Vitor Meireles";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421940;"Witmarsum";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421950;"Xanxerê";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421960;"Xavantina";"X";0;0;;;"NÃO ALCANÇOU"
"SC";421970;"Xaxim";;7;8;87,5;87,5;"ALCANÇOU"
"SC";421985;"Zortéa";"X";0;0;;;"NÃO ALCANÇOU"
"SC";422000;"Balneário Rincão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430003;"Aceguá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430005;"Água Santa";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430010;"Agudo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430020;"Ajuricaba";;2;2;100;100;"ALCANÇOU"
"RS";430030;"Alecrim";;1;1;100;100;"ALCANÇOU"
"RS";430040;"Alegrete";;1;2;50;50;"NÃO ALCANÇOU"
"RS";430045;"Alegria";;3;3;100;100;"ALCANÇOU"
"RS";430047;"Almirante Tamandaré do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430050;"Alpestre";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430055;"Alto Alegre";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430057;"Alto Feliz";;1;1;100;100;"ALCANÇOU"
"RS";430060;"Alvorada";;7;8;87,5;87,5;"ALCANÇOU"
"RS";430063;"Amaral Ferrador";;0;1;0;0;"NÃO ALCANÇOU"
"RS";430064;"Ametista do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430066;"André da Rocha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430070;"Anta Gorda";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430080;"Antônio Prado";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430085;"Arambaré";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430087;"Araricá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430090;"Aratiba";;1;1;100;100;"ALCANÇOU"
"RS";430100;"Arroio do Meio";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430105;"Arroio do Sal";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430107;"Arroio do Padre";;3;3;100;100;"ALCANÇOU"
"RS";430110;"Arroio dos Ratos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430120;"Arroio do Tigre";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430130;"Arroio Grande";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430140;"Arvorezinha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430150;"Augusto Pestana";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430155;"Áurea";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430160;"Bagé";;1;1;100;100;"ALCANÇOU"
"RS";430163;"Balneário Pinhal";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430165;"Barão";;1;1;100;100;"ALCANÇOU"
"RS";430170;"Barão de Cotegipe";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430175;"Barão do Triunfo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430180;"Barracão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430185;"Barra do Guarita";;1;1;100;100;"ALCANÇOU"
"RS";430187;"Barra do Quaraí";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430190;"Barra do Ribeiro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430192;"Barra do Rio Azul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430195;"Barra Funda";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430200;"Barros Cassal";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430205;"Benjamin Constant do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430210;"Bento Gonçalves";;4;4;100;100;"ALCANÇOU"
"RS";430215;"Boa Vista das Missões";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430220;"Boa Vista do Buricá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430222;"Boa Vista do Cadeado";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430223;"Boa Vista do Incra";;42;108;38,8888888888889;38,9;"NÃO ALCANÇOU"
"RS";430225;"Boa Vista do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430230;"Bom Jesus";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430235;"Bom Princípio";;0;1;0;0;"NÃO ALCANÇOU"
"RS";430237;"Bom Progresso";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430240;"Bom Retiro do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430245;"Boqueirão do Leão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430250;"Bossoroca";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430258;"Bozano";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430260;"Braga";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430265;"Brochier";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430270;"Butiá";;1;1;100;100;"ALCANÇOU"
"RS";430280;"Caçapava do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430290;"Cacequi";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430300;"Cachoeira do Sul";;16;17;94,1176470588235;94,1;"ALCANÇOU"
"RS";430310;"Cachoeirinha";;3;3;100;100;"ALCANÇOU"
"RS";430320;"Cacique Doble";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430330;"Caibaté";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430340;"Caiçara";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430350;"Camaquã";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430355;"Camargo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430360;"Cambará do Sul";;2;5;40;40;"NÃO ALCANÇOU"
"RS";430367;"Campestre da Serra";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430370;"Campina das Missões";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430380;"Campinas do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430390;"Campo Bom";;4;4;100;100;"ALCANÇOU"
"RS";430400;"Campo Novo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430410;"Campos Borges";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430420;"Candelária";;4;4;100;100;"ALCANÇOU"
"RS";430430;"Cândido Godói";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430435;"Candiota";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430440;"Canela";;4;5;80;80;"ALCANÇOU"
"RS";430450;"Canguçu";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430460;"Canoas";;22;24;91,6666666666667;91,7;"ALCANÇOU"
"RS";430461;"Canudos do Vale";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430462;"Capão Bonito do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430463;"Capão da Canoa";;1;1;100;100;"ALCANÇOU"
"RS";430465;"Capão do Cipó";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430466;"Capão do Leão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430467;"Capivari do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430468;"Capela de Santana";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430469;"Capitão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430470;"Carazinho";;1;1;100;100;"ALCANÇOU"
"RS";430471;"Caraá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430480;"Carlos Barbosa";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430485;"Carlos Gomes";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430490;"Casca";;0;2;0;0;"NÃO ALCANÇOU"
"RS";430495;"Caseiros";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430500;"Catuípe";;2;5;40;40;"NÃO ALCANÇOU"
"RS";430510;"Caxias do Sul";;6;6;100;100;"ALCANÇOU"
"RS";430511;"Centenário";;0;1;0;0;"NÃO ALCANÇOU"
"RS";430512;"Cerrito";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430513;"Cerro Branco";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430515;"Cerro Grande";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430517;"Cerro Grande do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430520;"Cerro Largo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430530;"Chapada";;1;1;100;100;"ALCANÇOU"
"RS";430535;"Charqueadas";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430537;"Charrua";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430540;"Chiapetta";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430543;"Chuí";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430544;"Chuvisca";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430545;"Cidreira";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430550;"Ciríaco";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430558;"Colinas";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430560;"Colorado";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430570;"Condor";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430580;"Constantina";;1;2;50;50;"NÃO ALCANÇOU"
"RS";430583;"Coqueiro Baixo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430585;"Coqueiros do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430587;"Coronel Barros";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430590;"Coronel Bicaco";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430593;"Coronel Pilar";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430595;"Cotiporã";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430597;"Coxilha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430600;"Crissiumal";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"RS";430605;"Cristal";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430607;"Cristal do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430610;"Cruz Alta";;3;3;100;100;"ALCANÇOU"
"RS";430613;"Cruzaltense";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430620;"Cruzeiro do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430630;"David Canabarro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430632;"Derrubadas";;1;1;100;100;"ALCANÇOU"
"RS";430635;"Dezesseis de Novembro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430637;"Dilermando de Aguiar";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430640;"Dois Irmãos";;3;3;100;100;"ALCANÇOU"
"RS";430642;"Dois Irmãos das Missões";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430645;"Dois Lajeados";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430650;"Dom Feliciano";;1;1;100;100;"ALCANÇOU"
"RS";430655;"Dom Pedro de Alcântara";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430660;"Dom Pedrito";;1;1;100;100;"ALCANÇOU"
"RS";430670;"Dona Francisca";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430673;"Doutor Maurício Cardoso";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430675;"Doutor Ricardo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430676;"Eldorado do Sul";;2;2;100;100;"ALCANÇOU"
"RS";430680;"Encantado";;1;2;50;50;"NÃO ALCANÇOU"
"RS";430690;"Encruzilhada do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430692;"Engenho Velho";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430693;"Entre-Ijuís";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430695;"Entre Rios do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430697;"Erebango";;2;2;100;100;"ALCANÇOU"
"RS";430700;"Erechim";;6;6;100;100;"ALCANÇOU"
"RS";430705;"Ernestina";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430710;"Herval";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430720;"Erval Grande";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430730;"Erval Seco";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430740;"Esmeralda";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430745;"Esperança do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430750;"Espumoso";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430755;"Estação";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430760;"Estância Velha";;1;1;100;100;"ALCANÇOU"
"RS";430770;"Esteio";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"RS";430780;"Estrela";;4;4;100;100;"ALCANÇOU"
"RS";430781;"Estrela Velha";;1;1;100;100;"ALCANÇOU"
"RS";430783;"Eugênio de Castro";;7;7;100;100;"ALCANÇOU"
"RS";430786;"Fagundes Varela";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430790;"Farroupilha";;4;4;100;100;"ALCANÇOU"
"RS";430800;"Faxinal do Soturno";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430805;"Faxinalzinho";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430807;"Fazenda Vilanova";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430810;"Feliz";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430820;"Flores da Cunha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430825;"Floriano Peixoto";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430830;"Fontoura Xavier";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430840;"Formigueiro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430843;"Forquetinha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430845;"Fortaleza dos Valos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430850;"Frederico Westphalen";;0;3;0;0;"NÃO ALCANÇOU"
"RS";430860;"Garibaldi";;3;3;100;100;"ALCANÇOU"
"RS";430865;"Garruchos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430870;"Gaurama";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430880;"General Câmara";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430885;"Gentil";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430890;"Getúlio Vargas";;3;3;100;100;"ALCANÇOU"
"RS";430900;"Giruá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430905;"Glorinha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430910;"Gramado";;4;4;100;100;"ALCANÇOU"
"RS";430912;"Gramado dos Loureiros";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430915;"Gramado Xavier";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430920;"Gravataí";;5;6;83,3333333333333;83,3;"ALCANÇOU"
"RS";430925;"Guabiju";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430930;"Guaíba";;1;1;100;100;"ALCANÇOU"
"RS";430940;"Guaporé";;3;4;75;75;"NÃO ALCANÇOU"
"RS";430950;"Guarani das Missões";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430955;"Harmonia";;1;1;100;100;"ALCANÇOU"
"RS";430957;"Herveiras";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430960;"Horizontina";;1;1;100;100;"ALCANÇOU"
"RS";430965;"Hulha Negra";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430970;"Humaitá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430975;"Ibarama";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430980;"Ibiaçá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430990;"Ibiraiaras";"X";0;0;;;"NÃO ALCANÇOU"
"RS";430995;"Ibirapuitã";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431000;"Ibirubá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431010;"Igrejinha";;2;2;100;100;"ALCANÇOU"
"RS";431020;"Ijuí";;4;7;57,1428571428571;57,1;"NÃO ALCANÇOU"
"RS";431030;"Ilópolis";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431033;"Imbé";;1;1;100;100;"ALCANÇOU"
"RS";431036;"Imigrante";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431040;"Independência";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431041;"Inhacorá";;0;5;0;0;"NÃO ALCANÇOU"
"RS";431043;"Ipê";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431046;"Ipiranga do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431050;"Iraí";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431053;"Itaara";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431055;"Itacurubi";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431057;"Itapuca";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431060;"Itaqui";;1;1;100;100;"ALCANÇOU"
"RS";431065;"Itati";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431070;"Itatiba do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431075;"Ivorá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431080;"Ivoti";;5;5;100;100;"ALCANÇOU"
"RS";431085;"Jaboticaba";;1;1;100;100;"ALCANÇOU"
"RS";431087;"Jacuizinho";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431090;"Jacutinga";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431100;"Jaguarão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431110;"Jaguari";;1;1;100;100;"ALCANÇOU"
"RS";431112;"Jaquirana";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431113;"Jari";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431115;"Jóia";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431120;"Júlio de Castilhos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431123;"Lagoa Bonita do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431125;"Lagoão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431127;"Lagoa dos Três Cantos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431130;"Lagoa Vermelha";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431140;"Lajeado";;3;3;100;100;"ALCANÇOU"
"RS";431142;"Lajeado do Bugre";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431150;"Lavras do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431160;"Liberato Salzano";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431162;"Lindolfo Collor";;1;1;100;100;"ALCANÇOU"
"RS";431164;"Linha Nova";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431170;"Machadinho";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431171;"Maçambará";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431173;"Mampituba";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431175;"Manoel Viana";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431177;"Maquiné";;1;1;100;100;"ALCANÇOU"
"RS";431179;"Maratá";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431180;"Marau";;3;3;100;100;"ALCANÇOU"
"RS";431190;"Marcelino Ramos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431198;"Mariana Pimentel";;46;47;97,8723404255319;97,9;"ALCANÇOU"
"RS";431200;"Mariano Moro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431205;"Marques de Souza";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431210;"Mata";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431213;"Mato Castelhano";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431215;"Mato Leitão";;0;1;0;0;"NÃO ALCANÇOU"
"RS";431217;"Mato Queimado";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431220;"Maximiliano de Almeida";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431225;"Minas do Leão";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431230;"Miraguaí";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431235;"Montauri";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431237;"Monte Alegre dos Campos";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431238;"Monte Belo do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431240;"Montenegro";;18;18;100;100;"ALCANÇOU"
"RS";431242;"Mormaço";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431244;"Morrinhos do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431245;"Morro Redondo";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431247;"Morro Reuter";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431250;"Mostardas";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431260;"Muçum";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431261;"Muitos Capões";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431262;"Muliterno";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431265;"Não-Me-Toque";;0;1;0;0;"NÃO ALCANÇOU"
"RS";431267;"Nicolau Vergueiro";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431270;"Nonoai";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431275;"Nova Alvorada";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431280;"Nova Araçá";;0;1;0;0;"NÃO ALCANÇOU"
"RS";431290;"Nova Bassano";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431295;"Nova Boa Vista";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431300;"Nova Bréscia";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431301;"Nova Candelária";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431303;"Nova Esperança do Sul";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431306;"Nova Hartz";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431308;"Nova Pádua";"X";0;0;;;"NÃO ALCANÇOU"
"RS";431310;"Nova Palma";"X";0;0;;;"NÃO ALCANÇOU"
